uavsar_path,flood_mask_path,flight_path,tile_name,flood_fraction,valid_pixels,flood_pixels,tile_stem,canonical_flood_bin,target_bucket,split,seed
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_13_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_13_51.tif,fp1,tile_13_51.tif,0.14006042,65536,9179,tile_13_51,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_13_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_13_52.tif,fp1,tile_13_52.tif,0.14927673,65536,9783,tile_13_52,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_14_50.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_14_50.tif,fp1,tile_14_50.tif,0.59021547,65532,38678,tile_14_50,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_14_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_14_52.tif,fp1,tile_14_52.tif,0.04180908,65536,2740,tile_14_52,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_15_49.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_15_49.tif,fp1,tile_15_49.tif,0.13083485,65533,8574,tile_15_49,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_15_50.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_15_50.tif,fp1,tile_15_50.tif,0.08012757,65533,5251,tile_15_50,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_15_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_15_51.tif,fp1,tile_15_51.tif,0.48318379,65532,31664,tile_15_51,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_15_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_15_52.tif,fp1,tile_15_52.tif,0.60343933,65536,39547,tile_15_52,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_16_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_16_51.tif,fp1,tile_16_51.tif,0.08147538,65529,5339,tile_16_51,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_16_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_16_53.tif,fp1,tile_16_53.tif,0.36773682,65536,24100,tile_16_53,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_17_50.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_17_50.tif,fp1,tile_17_50.tif,0.05702209,65536,3737,tile_17_50,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_17_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_17_52.tif,fp1,tile_17_52.tif,0.09931946,65536,6509,tile_17_52,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_17_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_17_53.tif,fp1,tile_17_53.tif,0.01269531,65536,832,tile_17_53,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_18_50.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_18_50.tif,fp1,tile_18_50.tif,0.04730225,65536,3100,tile_18_50,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_18_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_18_53.tif,fp1,tile_18_53.tif,0.15107727,65536,9901,tile_18_53,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_18_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_18_54.tif,fp1,tile_18_54.tif,0.26271057,65536,17217,tile_18_54,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_19_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_19_51.tif,fp1,tile_19_51.tif,0.04394531,65536,2880,tile_19_51,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_19_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_19_52.tif,fp1,tile_19_52.tif,0.04615784,65536,3025,tile_19_52,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_20_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_20_51.tif,fp1,tile_20_51.tif,0.76262495,65525,49971,tile_20_51,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_20_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_20_53.tif,fp1,tile_20_53.tif,0.52555847,65536,34443,tile_20_53,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_20_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_20_54.tif,fp1,tile_20_54.tif,0.22694397,65536,14873,tile_20_54,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_21_51.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_21_51.tif,fp1,tile_21_51.tif,0.11489868,65536,7530,tile_21_51,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_21_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_21_53.tif,fp1,tile_21_53.tif,0.11471558,65536,7518,tile_21_53,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_21_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_21_54.tif,fp1,tile_21_54.tif,0.05726624,65536,3753,tile_21_54,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_22_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_22_53.tif,fp1,tile_22_53.tif,0.04409790,65536,2890,tile_22_53,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_22_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_22_54.tif,fp1,tile_22_54.tif,0.06546021,65536,4290,tile_22_54,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_22_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_22_55.tif,fp1,tile_22_55.tif,0.00505066,65536,331,tile_22_55,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_23_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_23_52.tif,fp1,tile_23_52.tif,0.04030154,65531,2641,tile_23_52,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_23_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_23_53.tif,fp1,tile_23_53.tif,0.07292287,65535,4779,tile_23_53,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_23_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_23_54.tif,fp1,tile_23_54.tif,0.16790771,65536,11004,tile_23_54,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_23_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_23_55.tif,fp1,tile_23_55.tif,0.19892883,65536,13037,tile_23_55,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_24_52.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_24_52.tif,fp1,tile_24_52.tif,0.12690735,65536,8317,tile_24_52,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_24_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_24_53.tif,fp1,tile_24_53.tif,0.01222229,65536,801,tile_24_53,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_24_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_24_54.tif,fp1,tile_24_54.tif,0.03622437,65536,2374,tile_24_54,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_24_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_24_55.tif,fp1,tile_24_55.tif,0.18302917,65536,11995,tile_24_55,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_24_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_24_56.tif,fp1,tile_24_56.tif,0.59416199,65536,38939,tile_24_56,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_25_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_25_53.tif,fp1,tile_25_53.tif,0.01318359,65536,864,tile_25_53,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_25_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_25_54.tif,fp1,tile_25_54.tif,0.09222412,65536,6044,tile_25_54,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_25_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_25_55.tif,fp1,tile_25_55.tif,0.43511765,65534,28515,tile_25_55,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_26_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_26_55.tif,fp1,tile_26_55.tif,0.05387878,65536,3531,tile_26_55,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_26_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_26_56.tif,fp1,tile_26_56.tif,0.00093079,65536,61,tile_26_56,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_27_53.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_27_53.tif,fp1,tile_27_53.tif,0.04539490,65536,2975,tile_27_53,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_27_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_27_54.tif,fp1,tile_27_54.tif,0.08589172,65536,5629,tile_27_54,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_27_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_27_55.tif,fp1,tile_27_55.tif,0.00291443,65536,191,tile_27_55,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_28_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_28_54.tif,fp1,tile_28_54.tif,0.00756836,65536,496,tile_28_54,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_28_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_28_55.tif,fp1,tile_28_55.tif,0.00444031,65536,291,tile_28_55,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_28_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_28_56.tif,fp1,tile_28_56.tif,0.01802063,65536,1181,tile_28_56,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_28_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_28_57.tif,fp1,tile_28_57.tif,0.13237000,65536,8675,tile_28_57,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_29_54.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_29_54.tif,fp1,tile_29_54.tif,0.05653381,65536,3705,tile_29_54,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_29_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_29_55.tif,fp1,tile_29_55.tif,0.11935425,65536,7822,tile_29_55,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_29_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_29_57.tif,fp1,tile_29_57.tif,0.17747498,65536,11631,tile_29_57,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_30_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_30_55.tif,fp1,tile_30_55.tif,0.00924683,65536,606,tile_30_55,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_30_58.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_30_58.tif,fp1,tile_30_58.tif,0.00030518,65536,20,tile_30_58,00_01_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_31_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_31_55.tif,fp1,tile_31_55.tif,0.16760254,65536,10984,tile_31_55,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_31_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_31_56.tif,fp1,tile_31_56.tif,0.08311462,65536,5447,tile_31_56,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_32_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_32_55.tif,fp1,tile_32_55.tif,0.20109558,65536,13179,tile_32_55,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_32_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_32_57.tif,fp1,tile_32_57.tif,0.13182068,65536,8639,tile_32_57,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_32_58.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_32_58.tif,fp1,tile_32_58.tif,0.04882812,65536,3200,tile_32_58,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_33_55.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_33_55.tif,fp1,tile_33_55.tif,0.35032275,65531,22957,tile_33_55,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_33_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_33_57.tif,fp1,tile_33_57.tif,0.19326782,65536,12666,tile_33_57,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_33_58.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_33_58.tif,fp1,tile_33_58.tif,0.13360596,65536,8756,tile_33_58,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_33_59.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_33_59.tif,fp1,tile_33_59.tif,0.01834918,65398,1200,tile_33_59,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_34_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_34_56.tif,fp1,tile_34_56.tif,0.09575264,65523,6274,tile_34_56,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_35_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_35_56.tif,fp1,tile_35_56.tif,0.04974758,65169,3242,tile_35_56,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_35_59.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_35_59.tif,fp1,tile_35_59.tif,0.02642822,65536,1732,tile_35_59,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_36_59.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_36_59.tif,fp1,tile_36_59.tif,0.01293945,65536,848,tile_36_59,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_37_56.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_37_56.tif,fp1,tile_37_56.tif,0.05645752,65536,3700,tile_37_56,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_37_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_37_57.tif,fp1,tile_37_57.tif,0.13072474,65527,8566,tile_37_57,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_37_58.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_37_58.tif,fp1,tile_37_58.tif,0.02458191,65536,1611,tile_37_58,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_37_59.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_37_59.tif,fp1,tile_37_59.tif,0.01907369,65378,1247,tile_37_59,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_37_60.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_37_60.tif,fp1,tile_37_60.tif,0.05870890,65169,3826,tile_37_60,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_38_57.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_38_57.tif,fp1,tile_38_57.tif,0.09174733,65397,6000,tile_38_57,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_38_58.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_38_58.tif,fp1,tile_38_58.tif,0.08310550,65471,5441,tile_38_58,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_7_48.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_7_48.tif,fp1,tile_7_48.tif,0.02146912,65536,1407,tile_7_48,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_7_49.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_7_49.tif,fp1,tile_7_49.tif,0.02076721,65536,1361,tile_7_49,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_8_47.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_8_47.tif,fp1,tile_8_47.tif,0.11688232,65536,7660,tile_8_47,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_8_48.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_8_48.tif,fp1,tile_8_48.tif,0.11589050,65536,7595,tile_8_48,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_8_49.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_8_49.tif,fp1,tile_8_49.tif,0.02001953,65536,1312,tile_8_49,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_9_47.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_9_47.tif,fp1,tile_9_47.tif,0.26699118,65534,17497,tile_9_47,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp1/UAVSAR/tile_9_48.tif,csv_organized_tiles/Only_PNG_Data/fp1/flood_mask/tile_9_48.tif,fp1,tile_9_48.tif,0.04684591,65534,3070,tile_9_48,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_16_42.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_16_42.tif,fp2,tile_16_42.tif,0.39103699,65536,25627,tile_16_42,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_16_43.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_16_43.tif,fp2,tile_16_43.tif,0.33198547,65536,21757,tile_16_43,25_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_16_44.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_16_44.tif,fp2,tile_16_44.tif,0.12461853,65536,8167,tile_16_44,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_16_45.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_16_45.tif,fp2,tile_16_45.tif,0.03917051,65534,2567,tile_16_45,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_17_42.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_17_42.tif,fp2,tile_17_42.tif,0.82020569,65536,53753,tile_17_42,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_17_43.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_17_43.tif,fp2,tile_17_43.tif,0.59783936,65536,39180,tile_17_43,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_17_45.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_17_45.tif,fp2,tile_17_45.tif,0.01197815,65536,785,tile_17_45,01_02_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_18_42.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_18_42.tif,fp2,tile_18_42.tif,0.20083618,65536,13162,tile_18_42,10_25_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_18_43.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_18_43.tif,fp2,tile_18_43.tif,0.58340454,65536,38234,tile_18_43,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_18_46.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_18_46.tif,fp2,tile_18_46.tif,0.02121550,65471,1389,tile_18_46,02_05_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_19_43.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_19_43.tif,fp2,tile_19_43.tif,0.06584167,65536,4315,tile_19_43,05_10_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_19_44.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_19_44.tif,fp2,tile_19_44.tif,0.63080069,65531,41337,tile_19_44,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_19_45.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_19_45.tif,fp2,tile_19_45.tif,0.66736373,65513,43721,tile_19_45,gt_50_percent,05_10_percent,train,42
csv_organized_tiles/Only_PNG_Data/fp2/UAVSAR/tile_19_46.tif,csv_organized_tiles/Only_PNG_Data/fp2/flood_mask/tile_19_46.tif,fp2,tile_19_46.tif,0.38109482,65527,24972,tile_19_46,25_50_percent,05_10_percent,train,42
